"agency","siteID","datetime","gheight.ft"
"USGS",2295637,"2017-09-12 21:15",23.81
"USGS",2295637,"2017-09-12 21:30",23.81
"USGS",2295637,"2017-09-12 21:45",23.8
"USGS",2295637,"2017-09-12 22:00",23.8
"USGS",2295637,"2017-09-12 22:15",23.81
"USGS",2295637,"2017-09-12 22:30",23.82
"USGS",2295637,"2017-09-12 22:45",23.82
"USGS",2295637,"2017-09-12 23:00",23.83
"USGS",2295637,"2017-09-12 23:15",23.83
"USGS",2295637,"2017-09-12 23:30",23.83
"USGS",2295637,"2017-09-12 23:45",23.83
"USGS",2295637,"2017-09-13 00:00",23.83
"USGS",2295637,"2017-09-13 00:15",23.83
"USGS",2295637,"2017-09-13 00:30",23.84
"USGS",2295637,"2017-09-13 00:45",23.84
"USGS",2295637,"2017-09-13 01:00",23.83
"USGS",2295637,"2017-09-13 01:15",23.84
"USGS",2295637,"2017-09-13 01:30",23.84
"USGS",2295637,"2017-09-13 01:45",23.85
"USGS",2295637,"2017-09-13 02:00",23.85
"USGS",2295637,"2017-09-13 02:15",23.85
"USGS",2295637,"2017-09-13 02:30",23.85
"USGS",2295637,"2017-09-13 02:45",23.84
"USGS",2295637,"2017-09-13 03:00",23.85
"USGS",2295637,"2017-09-13 03:15",23.85
"USGS",2295637,"2017-09-13 03:30",23.85
"USGS",2295637,"2017-09-13 03:45",23.85
"USGS",2295637,"2017-09-13 04:00",23.84
"USGS",2295637,"2017-09-13 04:15",23.85
"USGS",2295637,"2017-09-13 04:30",23.83
"USGS",2295637,"2017-09-13 04:45",23.83
"USGS",2295637,"2017-09-13 05:00",23.82
"USGS",2295637,"2017-09-13 05:15",23.82
"USGS",2295637,"2017-09-13 05:30",23.82
"USGS",2295637,"2017-09-13 05:45",23.82
"USGS",2295637,"2017-09-13 06:00",23.81
"USGS",2295637,"2017-09-13 06:15",23.81
"USGS",2295637,"2017-09-13 06:30",23.8
"USGS",2295637,"2017-09-13 06:45",23.81
"USGS",2295637,"2017-09-13 07:00",23.8
"USGS",2295637,"2017-09-13 07:15",23.8
"USGS",2295637,"2017-09-13 07:30",23.79
"USGS",2295637,"2017-09-13 07:45",23.79
"USGS",2295637,"2017-09-13 08:00",23.79
"USGS",2295637,"2017-09-13 08:15",23.78
"USGS",2295637,"2017-09-13 08:30",23.77
"USGS",2295637,"2017-09-13 08:45",23.78
"USGS",2295637,"2017-09-13 09:00",23.76
"USGS",2295637,"2017-09-13 09:15",23.76
"USGS",2295637,"2017-09-13 09:30",23.76
"USGS",2295637,"2017-09-13 09:45",23.75
"USGS",2295637,"2017-09-13 10:00",23.75
"USGS",2295637,"2017-09-13 10:15",23.74
"USGS",2295637,"2017-09-13 10:30",23.72
"USGS",2295637,"2017-09-13 10:45",23.73
"USGS",2295637,"2017-09-13 11:00",23.72
"USGS",2295637,"2017-09-13 11:15",23.73
"USGS",2295637,"2017-09-13 11:30",23.7
"USGS",2295637,"2017-09-13 11:45",23.69
"USGS",2295637,"2017-09-13 12:00",23.69
"USGS",2295637,"2017-09-13 12:15",23.68
"USGS",2295637,"2017-09-13 12:30",23.67
"USGS",2295637,"2017-09-13 12:45",23.67
"USGS",2295637,"2017-09-13 13:00",23.66
"USGS",2295637,"2017-09-13 13:15",23.65
"USGS",2295637,"2017-09-13 13:30",23.63
"USGS",2295637,"2017-09-13 13:45",23.63
"USGS",2295637,"2017-09-13 14:00",23.62
"USGS",2295637,"2017-09-13 14:15",23.61
"USGS",2295637,"2017-09-13 14:30",23.59
"USGS",2295637,"2017-09-13 14:45",23.58
"USGS",2295637,"2017-09-13 15:00",23.58
"USGS",2295637,"2017-09-13 15:15",23.58
"USGS",2295637,"2017-09-13 15:30",23.56
"USGS",2295637,"2017-09-13 15:45",23.55
"USGS",2295637,"2017-09-13 16:00",23.54
"USGS",2295637,"2017-09-13 16:15",23.53
"USGS",2295637,"2017-09-13 16:30",23.53
"USGS",2295637,"2017-09-13 16:45",23.5
"USGS",2295637,"2017-09-13 17:00",23.5
"USGS",2295637,"2017-09-13 17:15",23.48
"USGS",2295637,"2017-09-13 17:30",23.47
"USGS",2295637,"2017-09-13 17:45",23.47
"USGS",2295637,"2017-09-13 18:00",23.46
"USGS",2295637,"2017-09-13 18:15",23.45
"USGS",2295637,"2017-09-13 18:30",23.44
"USGS",2295637,"2017-09-13 18:45",23.43
"USGS",2295637,"2017-09-13 19:00",23.42
"USGS",2295637,"2017-09-13 19:15",23.41
"USGS",2295637,"2017-09-13 19:30",23.4
"USGS",2295637,"2017-09-13 19:45",23.38
"USGS",2295637,"2017-09-13 20:00",23.38
"USGS",2295637,"2017-09-13 20:15",23.36
"USGS",2295637,"2017-09-13 20:30",23.35
"USGS",2295637,"2017-09-13 20:45",23.33
"USGS",2295637,"2017-09-13 21:00",23.32
"USGS",2295637,"2017-09-13 21:15",23.31
"USGS",2295637,"2017-09-13 21:30",23.31
"USGS",2295637,"2017-09-13 21:45",23.3
"USGS",2295637,"2017-09-13 22:00",23.29
"USGS",2295637,"2017-09-13 22:15",23.28
"USGS",2295637,"2017-09-13 22:30",23.27
"USGS",2295637,"2017-09-13 22:45",23.26
"USGS",2295637,"2017-09-13 23:00",23.24
"USGS",2295637,"2017-09-13 23:15",23.24
"USGS",2295637,"2017-09-13 23:30",23.23
"USGS",2295637,"2017-09-13 23:45",23.21
"USGS",2295637,"2017-09-14 00:00",23.2
"USGS",2295637,"2017-09-14 00:15",23.18
"USGS",2295637,"2017-09-14 00:30",23.17
"USGS",2295637,"2017-09-14 00:45",23.16
"USGS",2295637,"2017-09-14 01:00",23.15
"USGS",2295637,"2017-09-14 01:15",23.14
"USGS",2295637,"2017-09-14 01:30",23.13
"USGS",2295637,"2017-09-14 01:45",23.12
"USGS",2295637,"2017-09-14 02:00",23.1
"USGS",2295637,"2017-09-14 02:15",23.08
"USGS",2295637,"2017-09-14 02:30",23.07
"USGS",2295637,"2017-09-14 02:45",23.07
"USGS",2295637,"2017-09-14 03:00",23.05
"USGS",2295637,"2017-09-14 03:15",23.05
"USGS",2295637,"2017-09-14 03:30",23.03
"USGS",2295637,"2017-09-14 03:45",23.01
"USGS",2295637,"2017-09-14 04:00",23.01
"USGS",2295637,"2017-09-14 04:15",23
"USGS",2295637,"2017-09-14 04:30",22.99
"USGS",2295637,"2017-09-14 04:45",22.97
"USGS",2295637,"2017-09-14 05:00",22.95
"USGS",2295637,"2017-09-14 05:15",22.95
"USGS",2295637,"2017-09-14 05:30",22.94
"USGS",2295637,"2017-09-14 05:45",22.93
"USGS",2295637,"2017-09-14 06:00",22.91
"USGS",2295637,"2017-09-14 06:15",22.9
"USGS",2295637,"2017-09-14 06:30",22.88
"USGS",2295637,"2017-09-14 06:45",22.88
"USGS",2295637,"2017-09-14 07:00",22.87
"USGS",2295637,"2017-09-14 07:15",22.86
"USGS",2295637,"2017-09-14 07:30",22.83
"USGS",2295637,"2017-09-14 07:45",22.83
"USGS",2295637,"2017-09-14 08:00",22.81
"USGS",2295637,"2017-09-14 08:15",22.81
"USGS",2295637,"2017-09-14 08:30",22.79
"USGS",2295637,"2017-09-14 08:45",22.77
"USGS",2295637,"2017-09-14 09:00",22.76
"USGS",2295637,"2017-09-14 09:15",22.76
"USGS",2295637,"2017-09-14 09:30",22.74
"USGS",2295637,"2017-09-14 09:45",22.73
"USGS",2295637,"2017-09-14 10:00",22.71
"USGS",2295637,"2017-09-14 10:15",22.7
"USGS",2295637,"2017-09-14 10:30",22.69
"USGS",2295637,"2017-09-14 10:45",22.68
"USGS",2295637,"2017-09-14 11:00",22.67
"USGS",2295637,"2017-09-14 11:15",22.65
"USGS",2295637,"2017-09-14 11:30",22.63
"USGS",2295637,"2017-09-14 11:45",22.62
"USGS",2295637,"2017-09-14 12:00",22.61
"USGS",2295637,"2017-09-14 12:15",22.6
"USGS",2295637,"2017-09-14 12:30",22.57
"USGS",2295637,"2017-09-14 12:45",22.56
"USGS",2295637,"2017-09-14 13:00",22.56
"USGS",2295637,"2017-09-14 13:15",22.54
"USGS",2295637,"2017-09-14 13:30",22.53
"USGS",2295637,"2017-09-14 13:45",22.51
"USGS",2295637,"2017-09-14 14:00",22.5
"USGS",2295637,"2017-09-14 14:15",22.48
"USGS",2295637,"2017-09-14 14:30",22.47
"USGS",2295637,"2017-09-14 14:45",22.47
"USGS",2295637,"2017-09-14 15:00",22.45
"USGS",2295637,"2017-09-14 15:15",22.43
"USGS",2295637,"2017-09-14 15:30",22.42
"USGS",2295637,"2017-09-14 15:45",22.41
"USGS",2295637,"2017-09-14 16:00",22.39
"USGS",2295637,"2017-09-14 16:15",22.38
"USGS",2295637,"2017-09-14 16:30",22.37
"USGS",2295637,"2017-09-14 16:45",22.35
"USGS",2295637,"2017-09-14 17:00",22.33
"USGS",2295637,"2017-09-14 17:15",22.31
"USGS",2295637,"2017-09-14 17:30",22.31
"USGS",2295637,"2017-09-14 17:45",22.28
"USGS",2295637,"2017-09-14 18:00",22.26
"USGS",2295637,"2017-09-14 18:15",22.26
"USGS",2295637,"2017-09-14 18:30",22.24
"USGS",2295637,"2017-09-14 18:45",22.24
"USGS",2295637,"2017-09-14 19:00",22.22
"USGS",2295637,"2017-09-14 19:15",22.2
"USGS",2295637,"2017-09-14 19:30",22.18
"USGS",2295637,"2017-09-14 19:45",22.18
"USGS",2295637,"2017-09-14 20:00",22.17
"USGS",2295637,"2017-09-14 20:15",22.16
"USGS",2295637,"2017-09-14 20:30",22.15
"USGS",2295637,"2017-09-14 20:45",22.13
"USGS",2295637,"2017-09-14 21:00",22.11
"USGS",2295637,"2017-09-14 21:15",22.1
"USGS",2295637,"2017-09-14 21:30",22.09
"USGS",2295637,"2017-09-14 21:45",22.07
"USGS",2295637,"2017-09-14 22:00",22.06
"USGS",2295637,"2017-09-14 22:15",22.05
"USGS",2295637,"2017-09-14 22:30",22.04
"USGS",2295637,"2017-09-14 22:45",22.03
"USGS",2295637,"2017-09-14 23:00",22.02
"USGS",2295637,"2017-09-14 23:15",22
"USGS",2295637,"2017-09-14 23:30",21.98
"USGS",2295637,"2017-09-14 23:45",21.97
"USGS",2295637,"2017-09-15 00:00",21.96
"USGS",2295637,"2017-09-15 00:15",21.95
"USGS",2295637,"2017-09-15 00:30",21.94
"USGS",2295637,"2017-09-15 00:45",21.92
"USGS",2295637,"2017-09-15 01:00",21.92
"USGS",2295637,"2017-09-15 01:15",21.89
"USGS",2295637,"2017-09-15 01:30",21.88
"USGS",2295637,"2017-09-15 01:45",21.87
"USGS",2295637,"2017-09-15 02:00",21.86
"USGS",2295637,"2017-09-15 02:15",21.84
"USGS",2295637,"2017-09-15 02:30",21.83
"USGS",2295637,"2017-09-15 02:45",21.82
"USGS",2295637,"2017-09-15 03:00",21.81
"USGS",2295637,"2017-09-15 03:15",21.79
"USGS",2295637,"2017-09-15 03:30",21.79
"USGS",2295637,"2017-09-15 03:45",21.76
"USGS",2295637,"2017-09-15 04:00",21.75
"USGS",2295637,"2017-09-15 04:15",21.74
"USGS",2295637,"2017-09-15 04:30",21.73
"USGS",2295637,"2017-09-15 04:45",21.72
"USGS",2295637,"2017-09-15 05:00",21.71
"USGS",2295637,"2017-09-15 05:15",21.68
"USGS",2295637,"2017-09-15 05:30",21.68
"USGS",2295637,"2017-09-15 05:45",21.67
"USGS",2295637,"2017-09-15 06:00",21.66
"USGS",2295637,"2017-09-15 06:15",21.63
"USGS",2295637,"2017-09-15 06:30",21.63
"USGS",2295637,"2017-09-15 06:45",21.62
"USGS",2295637,"2017-09-15 07:00",21.6
"USGS",2295637,"2017-09-15 07:15",21.59
"USGS",2295637,"2017-09-15 07:30",21.58
"USGS",2295637,"2017-09-15 07:45",21.57
"USGS",2295637,"2017-09-15 08:00",21.56
"USGS",2295637,"2017-09-15 08:15",21.55
"USGS",2295637,"2017-09-15 08:30",21.53
"USGS",2295637,"2017-09-15 08:45",21.52
"USGS",2295637,"2017-09-15 09:00",21.5
"USGS",2295637,"2017-09-15 09:15",21.49
"USGS",2295637,"2017-09-15 09:30",21.49
"USGS",2295637,"2017-09-15 09:45",21.47
"USGS",2295637,"2017-09-15 10:00",21.45
"USGS",2295637,"2017-09-15 10:15",21.45
"USGS",2295637,"2017-09-15 10:30",21.43
"USGS",2295637,"2017-09-15 10:45",21.42
"USGS",2295637,"2017-09-15 11:00",21.41
"USGS",2295637,"2017-09-15 11:15",21.39
"USGS",2295637,"2017-09-15 11:30",21.38
"USGS",2295637,"2017-09-15 11:45",21.37
"USGS",2295637,"2017-09-15 12:00",21.34
"USGS",2295637,"2017-09-15 12:15",21.34
"USGS",2295637,"2017-09-15 12:30",21.33
"USGS",2295637,"2017-09-15 12:45",21.31
"USGS",2295637,"2017-09-15 13:00",21.3
"USGS",2295637,"2017-09-15 13:15",21.28
"USGS",2295637,"2017-09-15 13:30",21.27
"USGS",2295637,"2017-09-15 13:45",21.26
"USGS",2295637,"2017-09-15 14:00",21.25
"USGS",2295637,"2017-09-15 14:15",21.23
"USGS",2295637,"2017-09-15 14:30",21.22
"USGS",2295637,"2017-09-15 14:45",21.21
"USGS",2295637,"2017-09-15 15:00",21.18
"USGS",2295637,"2017-09-15 15:15",21.17
"USGS",2295637,"2017-09-15 15:30",21.16
"USGS",2295637,"2017-09-15 15:45",21.15
"USGS",2295637,"2017-09-15 16:00",21.14
"USGS",2295637,"2017-09-15 16:15",21.13
"USGS",2295637,"2017-09-15 16:30",21.12
"USGS",2295637,"2017-09-15 16:45",21.1
"USGS",2295637,"2017-09-15 17:00",21.08
"USGS",2295637,"2017-09-15 17:15",21.07
"USGS",2295637,"2017-09-15 17:30",21.06
"USGS",2295637,"2017-09-15 17:45",21.04
"USGS",2295637,"2017-09-15 18:00",21.04
"USGS",2295637,"2017-09-15 18:15",21.02
"USGS",2295637,"2017-09-15 18:30",21.02
"USGS",2295637,"2017-09-15 18:45",21
"USGS",2295637,"2017-09-15 19:00",20.99
"USGS",2295637,"2017-09-15 19:15",20.97
"USGS",2295637,"2017-09-15 19:30",20.95
"USGS",2295637,"2017-09-15 19:45",20.95
"USGS",2295637,"2017-09-15 20:00",20.94
"USGS",2295637,"2017-09-15 20:15",20.93
"USGS",2295637,"2017-09-15 20:30",20.91
"USGS",2295637,"2017-09-15 20:45",20.9
"USGS",2295637,"2017-09-15 21:00",20.91
"USGS",2295637,"2017-09-15 21:15",20.87
"USGS",2295637,"2017-09-15 21:30",20.86
"USGS",2295637,"2017-09-15 21:45",20.85
"USGS",2295637,"2017-09-15 22:00",20.84
"USGS",2295637,"2017-09-15 22:15",20.83
"USGS",2295637,"2017-09-15 22:30",20.82
"USGS",2295637,"2017-09-15 22:45",20.8
"USGS",2295637,"2017-09-15 23:00",20.81
"USGS",2295637,"2017-09-15 23:15",20.78
"USGS",2295637,"2017-09-15 23:30",20.77
"USGS",2295637,"2017-09-15 23:45",20.76
"USGS",2295637,"2017-09-16 00:00",20.75
"USGS",2295637,"2017-09-16 00:15",20.74
"USGS",2295637,"2017-09-16 00:30",20.73
"USGS",2295637,"2017-09-16 00:45",20.73
"USGS",2295637,"2017-09-16 01:00",20.72
"USGS",2295637,"2017-09-16 01:15",20.69
"USGS",2295637,"2017-09-16 01:30",20.68
"USGS",2295637,"2017-09-16 01:45",20.64
"USGS",2295637,"2017-09-16 02:00",20.65
"USGS",2295637,"2017-09-16 02:15",20.64
"USGS",2295637,"2017-09-16 02:30",20.63
"USGS",2295637,"2017-09-16 02:45",20.62
"USGS",2295637,"2017-09-16 03:00",20.61
"USGS",2295637,"2017-09-16 03:15",20.6
"USGS",2295637,"2017-09-16 03:30",20.59
"USGS",2295637,"2017-09-16 03:45",20.58
"USGS",2295637,"2017-09-16 04:00",20.56
"USGS",2295637,"2017-09-16 04:15",20.55
"USGS",2295637,"2017-09-16 04:30",20.55
"USGS",2295637,"2017-09-16 04:45",20.52
"USGS",2295637,"2017-09-16 05:00",20.52
"USGS",2295637,"2017-09-16 05:15",20.52
"USGS",2295637,"2017-09-16 05:30",20.49
"USGS",2295637,"2017-09-16 05:45",20.48
"USGS",2295637,"2017-09-16 06:00",20.48
"USGS",2295637,"2017-09-16 06:15",20.47
"USGS",2295637,"2017-09-16 06:30",20.45
"USGS",2295637,"2017-09-16 06:45",20.44
"USGS",2295637,"2017-09-16 07:00",20.42
"USGS",2295637,"2017-09-16 07:15",20.41
"USGS",2295637,"2017-09-16 07:30",20.41
"USGS",2295637,"2017-09-16 07:45",20.4
"USGS",2295637,"2017-09-16 08:00",20.39
"USGS",2295637,"2017-09-16 08:15",20.37
"USGS",2295637,"2017-09-16 08:30",20.37
"USGS",2295637,"2017-09-16 08:45",20.35
"USGS",2295637,"2017-09-16 09:00",20.34
"USGS",2295637,"2017-09-16 09:15",20.33
"USGS",2295637,"2017-09-16 09:30",20.32
"USGS",2295637,"2017-09-16 09:45",20.31
"USGS",2295637,"2017-09-16 10:00",20.31
"USGS",2295637,"2017-09-16 10:15",20.29
"USGS",2295637,"2017-09-16 10:30",20.27
"USGS",2295637,"2017-09-16 10:45",20.27
"USGS",2295637,"2017-09-16 11:00",20.25
"USGS",2295637,"2017-09-16 11:15",20.24
"USGS",2295637,"2017-09-16 11:30",20.23
"USGS",2295637,"2017-09-16 11:45",20.22
"USGS",2295637,"2017-09-16 12:00",20.21
"USGS",2295637,"2017-09-16 12:15",20.2
"USGS",2295637,"2017-09-16 12:30",20.19
"USGS",2295637,"2017-09-16 12:45",20.17
"USGS",2295637,"2017-09-16 13:00",20.16
"USGS",2295637,"2017-09-16 13:15",20.15
"USGS",2295637,"2017-09-16 13:30",20.14
"USGS",2295637,"2017-09-16 13:45",20.13
"USGS",2295637,"2017-09-16 14:00",20.12
"USGS",2295637,"2017-09-16 14:15",20.11
"USGS",2295637,"2017-09-16 14:30",20.1
"USGS",2295637,"2017-09-16 14:45",20.09
"USGS",2295637,"2017-09-16 15:00",20.08
"USGS",2295637,"2017-09-16 15:15",20.06
"USGS",2295637,"2017-09-16 15:30",20.05
"USGS",2295637,"2017-09-16 15:45",20.05
"USGS",2295637,"2017-09-16 16:00",20.03
"USGS",2295637,"2017-09-16 16:15",20.01
"USGS",2295637,"2017-09-16 16:30",20.01
"USGS",2295637,"2017-09-16 16:45",19.99
"USGS",2295637,"2017-09-16 17:00",19.98
"USGS",2295637,"2017-09-16 17:15",19.97
"USGS",2295637,"2017-09-16 17:30",19.96
"USGS",2295637,"2017-09-16 17:45",19.95
"USGS",2295637,"2017-09-16 18:00",19.94
"USGS",2295637,"2017-09-16 18:15",19.92
"USGS",2295637,"2017-09-16 18:30",19.92
"USGS",2295637,"2017-09-16 18:45",19.91
"USGS",2295637,"2017-09-16 19:00",19.9
"USGS",2295637,"2017-09-16 19:15",19.9
"USGS",2295637,"2017-09-16 19:30",19.88
"USGS",2295637,"2017-09-16 19:45",19.87
"USGS",2295637,"2017-09-16 20:00",19.87
"USGS",2295637,"2017-09-16 20:15",19.85
"USGS",2295637,"2017-09-16 20:30",19.86
"USGS",2295637,"2017-09-16 20:45",19.84
"USGS",2295637,"2017-09-16 21:00",19.83
"USGS",2295637,"2017-09-16 21:15",19.82
"USGS",2295637,"2017-09-16 21:30",19.81
"USGS",2295637,"2017-09-16 21:45",19.79
"USGS",2295637,"2017-09-16 22:00",19.79
"USGS",2295637,"2017-09-16 22:15",19.78
"USGS",2295637,"2017-09-16 22:30",19.77
"USGS",2295637,"2017-09-16 22:45",19.76
"USGS",2295637,"2017-09-16 23:00",19.76
"USGS",2295637,"2017-09-16 23:15",19.75
"USGS",2295637,"2017-09-16 23:30",19.74
"USGS",2295637,"2017-09-16 23:45",19.74
"USGS",2295637,"2017-09-17 00:00",19.72
"USGS",2295637,"2017-09-17 00:15",19.71
"USGS",2295637,"2017-09-17 00:30",19.7
"USGS",2295637,"2017-09-17 00:45",19.69
"USGS",2295637,"2017-09-17 01:00",19.69
"USGS",2295637,"2017-09-17 01:15",19.68
"USGS",2295637,"2017-09-17 01:30",19.67
"USGS",2295637,"2017-09-17 01:45",19.66
"USGS",2295637,"2017-09-17 02:00",19.66
"USGS",2295637,"2017-09-17 02:15",19.66
"USGS",2295637,"2017-09-17 02:30",19.64
"USGS",2295637,"2017-09-17 02:45",19.63
"USGS",2295637,"2017-09-17 03:00",19.62
"USGS",2295637,"2017-09-17 03:15",19.61
"USGS",2295637,"2017-09-17 03:30",19.6
"USGS",2295637,"2017-09-17 03:45",19.6
"USGS",2295637,"2017-09-17 04:00",19.59
"USGS",2295637,"2017-09-17 04:15",19.58
"USGS",2295637,"2017-09-17 04:30",19.57
"USGS",2295637,"2017-09-17 04:45",19.57
"USGS",2295637,"2017-09-17 05:00",19.55
"USGS",2295637,"2017-09-17 05:15",19.55
"USGS",2295637,"2017-09-17 05:30",19.53
"USGS",2295637,"2017-09-17 05:45",19.53
"USGS",2295637,"2017-09-17 06:00",19.52
"USGS",2295637,"2017-09-17 06:15",19.51
"USGS",2295637,"2017-09-17 06:30",19.51
"USGS",2295637,"2017-09-17 06:45",19.51
"USGS",2295637,"2017-09-17 07:00",19.5
"USGS",2295637,"2017-09-17 07:15",19.49
"USGS",2295637,"2017-09-17 07:30",19.48
"USGS",2295637,"2017-09-17 07:45",19.46
"USGS",2295637,"2017-09-17 08:00",19.46
"USGS",2295637,"2017-09-17 08:15",19.45
"USGS",2295637,"2017-09-17 08:30",19.46
"USGS",2295637,"2017-09-17 08:45",19.44
"USGS",2295637,"2017-09-17 09:00",19.44
"USGS",2295637,"2017-09-17 09:15",19.43
"USGS",2295637,"2017-09-17 09:30",19.42
"USGS",2295637,"2017-09-17 09:45",19.42
"USGS",2295637,"2017-09-17 10:00",19.4
"USGS",2295637,"2017-09-17 10:15",19.4
"USGS",2295637,"2017-09-17 10:30",19.39
"USGS",2295637,"2017-09-17 10:45",19.38
"USGS",2295637,"2017-09-17 11:00",19.37
"USGS",2295637,"2017-09-17 11:15",19.38
"USGS",2295637,"2017-09-17 11:30",19.36
"USGS",2295637,"2017-09-17 11:45",19.36
"USGS",2295637,"2017-09-17 12:00",19.34
"USGS",2295637,"2017-09-17 12:15",19.33
"USGS",2295637,"2017-09-17 12:30",19.33
"USGS",2295637,"2017-09-17 12:45",19.31
"USGS",2295637,"2017-09-17 13:00",19.31
"USGS",2295637,"2017-09-17 13:15",19.31
"USGS",2295637,"2017-09-17 13:30",19.3
"USGS",2295637,"2017-09-17 13:45",19.29
"USGS",2295637,"2017-09-17 14:00",19.28
"USGS",2295637,"2017-09-17 14:15",19.27
"USGS",2295637,"2017-09-17 14:30",19.27
"USGS",2295637,"2017-09-17 14:45",19.26
"USGS",2295637,"2017-09-17 15:00",19.26
"USGS",2295637,"2017-09-17 15:15",19.25
"USGS",2295637,"2017-09-17 15:30",19.23
"USGS",2295637,"2017-09-17 15:45",19.22
"USGS",2295637,"2017-09-17 16:00",19.21
"USGS",2295637,"2017-09-17 16:15",19.21
"USGS",2295637,"2017-09-17 16:30",19.2
"USGS",2295637,"2017-09-17 16:45",19.19
"USGS",2295637,"2017-09-17 17:00",19.19
"USGS",2295637,"2017-09-17 17:15",19.19
"USGS",2295637,"2017-09-17 17:30",19.17
"USGS",2295637,"2017-09-17 17:45",19.17
"USGS",2295637,"2017-09-17 18:00",19.16
"USGS",2295637,"2017-09-17 18:15",19.15
"USGS",2295637,"2017-09-17 18:30",19.15
"USGS",2295637,"2017-09-17 18:45",19.14
"USGS",2295637,"2017-09-17 19:00",19.13
"USGS",2295637,"2017-09-17 19:15",19.12
"USGS",2295637,"2017-09-17 19:30",19.12
"USGS",2295637,"2017-09-17 19:45",19.11
"USGS",2295637,"2017-09-17 20:00",19.1
"USGS",2295637,"2017-09-17 20:15",19.09
"USGS",2295637,"2017-09-17 20:30",19.08
"USGS",2295637,"2017-09-17 20:45",19.08
"USGS",2295637,"2017-09-17 21:00",19.07
"USGS",2295637,"2017-09-17 21:15",19.07
"USGS",2295637,"2017-09-17 21:30",19.06
"USGS",2295637,"2017-09-17 21:45",19.06
"USGS",2295637,"2017-09-17 22:00",19.05
"USGS",2295637,"2017-09-17 22:15",19.05
"USGS",2295637,"2017-09-17 22:30",19.04
"USGS",2295637,"2017-09-17 22:45",19.04
"USGS",2295637,"2017-09-17 23:00",19.03
"USGS",2295637,"2017-09-17 23:15",19.02
"USGS",2295637,"2017-09-17 23:30",19.02
"USGS",2295637,"2017-09-17 23:45",19
"USGS",2295637,"2017-09-18 00:00",18.99
"USGS",2295637,"2017-09-18 00:15",18.98
"USGS",2295637,"2017-09-18 00:30",18.97
"USGS",2295637,"2017-09-18 00:45",18.99
"USGS",2295637,"2017-09-18 01:00",18.96
"USGS",2295637,"2017-09-18 01:15",18.97
"USGS",2295637,"2017-09-18 01:30",18.97
"USGS",2295637,"2017-09-18 01:45",18.94
"USGS",2295637,"2017-09-18 02:00",18.95
"USGS",2295637,"2017-09-18 02:15",18.94
"USGS",2295637,"2017-09-18 02:30",18.93
"USGS",2295637,"2017-09-18 02:45",18.93
"USGS",2295637,"2017-09-18 03:00",18.93
"USGS",2295637,"2017-09-18 03:15",18.93
"USGS",2295637,"2017-09-18 03:30",18.92
"USGS",2295637,"2017-09-18 03:45",18.9
"USGS",2295637,"2017-09-18 04:00",18.91
"USGS",2295637,"2017-09-18 04:15",18.9
"USGS",2295637,"2017-09-18 04:30",18.88
"USGS",2295637,"2017-09-18 04:45",18.88
"USGS",2295637,"2017-09-18 05:00",18.88
"USGS",2295637,"2017-09-18 05:15",18.88
"USGS",2295637,"2017-09-18 05:30",18.86
"USGS",2295637,"2017-09-18 05:45",18.86
"USGS",2295637,"2017-09-18 06:00",18.85
"USGS",2295637,"2017-09-18 06:15",18.85
"USGS",2295637,"2017-09-18 06:30",18.84
"USGS",2295637,"2017-09-18 06:45",18.85
"USGS",2295637,"2017-09-18 07:00",18.84
"USGS",2295637,"2017-09-18 07:15",18.81
"USGS",2295637,"2017-09-18 07:30",18.82
"USGS",2295637,"2017-09-18 07:45",18.8
"USGS",2295637,"2017-09-18 08:00",18.8
"USGS",2295637,"2017-09-18 08:15",18.8
"USGS",2295637,"2017-09-18 08:30",18.8
"USGS",2295637,"2017-09-18 08:45",18.79
"USGS",2295637,"2017-09-18 09:00",18.79
"USGS",2295637,"2017-09-18 09:15",18.79
"USGS",2295637,"2017-09-18 09:30",18.76
"USGS",2295637,"2017-09-18 09:45",18.77
"USGS",2295637,"2017-09-18 10:00",18.76
"USGS",2295637,"2017-09-18 10:15",18.76
"USGS",2295637,"2017-09-18 10:30",18.75
"USGS",2295637,"2017-09-18 10:45",18.76
"USGS",2295637,"2017-09-18 11:00",18.75
"USGS",2295637,"2017-09-18 11:15",18.73
"USGS",2295637,"2017-09-18 11:30",18.73
"USGS",2295637,"2017-09-18 11:45",18.72
"USGS",2295637,"2017-09-18 12:00",18.72
"USGS",2295637,"2017-09-18 12:15",18.72
"USGS",2295637,"2017-09-18 12:30",18.71
"USGS",2295637,"2017-09-18 12:45",18.71
"USGS",2295637,"2017-09-18 13:00",18.69
"USGS",2295637,"2017-09-18 13:15",18.69
"USGS",2295637,"2017-09-18 13:30",18.68
"USGS",2295637,"2017-09-18 13:45",18.68
"USGS",2295637,"2017-09-18 14:00",18.68
"USGS",2295637,"2017-09-18 14:15",18.66
"USGS",2295637,"2017-09-18 14:30",18.66
"USGS",2295637,"2017-09-18 14:45",18.65
"USGS",2295637,"2017-09-18 15:00",18.64
"USGS",2295637,"2017-09-18 15:15",18.63
"USGS",2295637,"2017-09-18 15:30",18.63
"USGS",2295637,"2017-09-18 15:45",18.63
"USGS",2295637,"2017-09-18 16:00",18.62
"USGS",2295637,"2017-09-18 16:15",18.61
"USGS",2295637,"2017-09-18 16:30",18.59
"USGS",2295637,"2017-09-18 16:45",18.6
